kyodaku_id,kyodaku_edaban,shohin_mei,hatsubai_bi,zeinuki_jodai,ryoritsu,siyoryo,saiteihosho_su_shinseisu,saiteihosho_su_kyodakuryo,shoshi,mihon_suryo,hanbai_chiiki,sakujo_flg,touroku_sha,touroku_bi,koushin_sha,koushin_bi
LI01006516,1,,,,0,17500,,355250,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006517,1,,,,0,4500,,89325,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006518,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006519,1,,,,0,6400,1550,496000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006520,1,,,,0,,,376813,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006521,1,,,,0,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006522,1,,,,0,,,28088,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006523,1,,,,0,,,109550,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006524,1,,,,0,13000,1956,1271400,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006525,1,,,,0,3000,800,120000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006526,1,,,,0,,,114900,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006527,1,,,,0,11000,2214,974160,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006528,1,,,,0,,,440000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006529,1,,,,0,850,1500,63750,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006530,1,,,,0,4000,200,40000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006531,1,,,,0,4630,80,18520,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006532,1,,,,0,,,603750,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006533,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006534,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006535,1,,,,,,,363035,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006536,1,,,,0,,,159920,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006537,1,,,,0,,,90030,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006538,1,,,,0,500,6026,150650,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006539,1,,,,0,,,31500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006540,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006541,1,,,,0,,,115800,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006542,1,,,,0,,,108260,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006543,1,,,,0,,,9545,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006544,1,,,,0,,,17800,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006545,1,,,,0,,,19400,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006546,1,,,,0,,,99575,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006547,1,,,,0,,,29300,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006548,1,,,,,,,1105000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006549,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006550,1,,,,0,,200,8000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006551,1,,,,0,,,322933,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006552,1,,,,0,,,251678,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006553,1,,,,0,,,165375,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006554,1,,,,0,2778,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006555,1,,,,0,2778,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006556,1,,,,0,1300,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006557,1,,,,0,1800,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006558,1,,,,0,3000,1000,150000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006559,1,,,,0,1500,150,11250,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006560,1,,,,,,,39321,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006561,1,,,,0,,,22500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006562,1,,,,,,,524340,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006563,1,,,,0,,,3052332,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006564,1,,,,,,,1241056,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006565,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006566,1,,,,0,11851,100,59255,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006567,1,,,,0,,,264750,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006568,1,,,,0,2000,3000,660000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006569,1,,,,0,19800,5910,5850900,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006570,1,,,,0,16800,3510,2948400,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006571,1,,,,0,,,50000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006572,1,,,,0,,,78384,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006573,1,,,,,1400,8000,560000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006574,1,,,,0,,,190213,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006575,1,,,,0,,,447081,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006576,1,,,,0,,,498880,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006577,1,,,,0,,974,438300,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006578,1,,,,0,,,642603,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006579,1,,,,0,,,175131,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006580,1,,,,0,,,10587,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006581,1,,,,0,552,,48775,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006582,1,,,,0,,,9096741,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006583,1,,,,0,,,396600,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006584,1,,,,0,,,537150,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006585,1,,,,0,,,991320,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006586,1,,,,0,,,12952,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006587,1,,,,,3200,300,144000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006588,1,,,,0,,,41670,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006589,1,,,,0,,,1733120,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006590,1,,,,0,,,308384,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006591,1,,,,0,,,355556,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006592,1,,,,0,,,26753,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006593,1,,,,0,,,145665,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006594,1,,,,,,,152950,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006595,1,,,,0,,,236120,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006596,1,,,,0,,,39650,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006597,1,,,,0,,,1143616,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006598,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006599,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006600,1,,,,0,,,88065,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006601,1,,,,0,,,104445,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006602,1,,,,0,,3000,10000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006603,1,,,,,,,60000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006604,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006605,1,,,,,570,,647930,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006606,1,,,,,570,,590930,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006607,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006608,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006609,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006610,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006611,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006612,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006613,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006614,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006615,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006616,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006617,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006618,1,,,,,,,750000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006619,1,,,,,,,2857666,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006620,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006621,1,,,,0,34074,2178,3710659,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006622,1,,,,0,,,189045,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006623,1,,,,0,,,239550,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006624,1,,,,,1600,7000,560000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006625,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006626,1,,,,,,,800000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006627,1,,,,,,,5321156,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006628,1,,,,,,,500000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006629,1,,,,,,,500000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006630,1,,,,,,,1350500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006631,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006632,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006633,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006634,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006635,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006636,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006637,1,,,,,,,300000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006638,1,,,,0,20800,2574,2676960,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006639,1,,,,,200000,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006640,1,,,,0,16800,4410,4233600,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006641,1,,,,0,1500,200,15000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006642,1,,,,0,,,75600,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006643,1,,,,,600,,239550,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006644,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006645,1,,,,0,63000,30,102000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006646,1,,,,,4000,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006647,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006648,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006649,1,,,,0,,,43092,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006650,1,,,,0,,,94980,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006651,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006652,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006653,1,,,,0,600,33400,1002000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006654,1,,,,0,,3985,113573,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006655,1,,,,0,,4200,136000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006656,1,,,,0,500,700,17500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006657,1,,,,0,500,4000,100000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006658,1,,,,0,,,50000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006659,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006660,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006661,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006662,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006663,1,,,,0,9800,150,73500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006664,1,,,,0,,1850,68350,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006665,1,,,,0,,10000,1350000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006666,1,,,,,10000,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006667,1,,,,0,,,175500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006668,1,,,,0,,,367200,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006669,1,,,,0,,,363200,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006670,1,,,,0,1200,800,48000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006671,1,,,,0,3241,38,4927,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006672,1,,,,0,,,1318700,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006673,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006674,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006675,1,,,,0,600,76800,2304000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006676,1,,,,0,600,0,25000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006677,1,,,,,600,7985,264550,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006678,1,,,,0,,,348300,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006679,1,,,,0,,,645200,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006680,1,,,,0,4800,500,120000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006681,1,,,,0,,,230288,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006682,1,,,,0,,,92073,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006683,1,,,,0,600,1000,30000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006684,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006685,1,,,,0,,,704000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006686,1,,,,0,907,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006687,1,,,,0,29800,100,89400,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006688,1,,,,0,1630,597,48656,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006689,1,,,,0,,,744945,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006690,1,,,,0,,,70600,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006691,1,,,,0,3800,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006692,1,,,,0,800,600,14400,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006693,1,,,,0,,,479552,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006694,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006695,1,,,,0,500,,117150,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006696,1,,,,,2800,6000,11700,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006697,1,,,,,,,6000000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006698,1,,,,,,,825000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006699,1,,,,0,2380,50,5950,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006700,1,,,,0,600,4000,120000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006701,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006702,1,,,,0,,,670230,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006703,1,,,,0,3519,,251398,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006704,1,,,,0,12500,1100,687500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006705,1,,,,,,,50000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006706,1,,,,0,4000,150,30000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006707,1,,,,0,4500,50,9000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006708,1,,,,,,,400000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006709,1,,,,,,,700000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006710,1,,,,,,,700000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006711,1,,,,0,,,200000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006712,1,,,,,,,3000000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006713,1,,,,0,,,0,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006714,1,,,,0,7200,550,198000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006715,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006716,1,,,,0,,,443750,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006717,1,,,,0,,,809390,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006718,1,,,,0,,,29176,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006719,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006720,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006721,1,,,,,,,,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006722,1,,,,0,600,400,9600,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006723,1,,,,0,,,443565,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006724,1,,,,0,292,15978,233279,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006725,1,,,,0,,,267200,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006726,1,,,,0,,,261000,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006727,1,,,,0,,,276551,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006728,1,,,,0,,,2661475,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006729,1,,,,0,1700,1500,127500,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006730,1,,,,0,236,41294,389816,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006731,1,,,,0,800,,215488,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006732,1,,,,0,139,859,4777,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
LI01006733,1,,,,0,234,18800,375968,,,,0,リリース前移行,2019/02/06|00:00:00,リリース前移行,2019/02/06|00:00:00
